Ticker,Name,Sector,Location,Currency,Exchange
BAYN,BAYER AG,Health Care,Germany,USD,Xetra
DSFIR,DSM FIRMENICH AG,Materials,Netherlands,USD,Euronext Amsterdam
DANSKE,DANSKE BANK,Financials,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
MRK,MERCK,Health Care,Germany,USD,Xetra
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,United States,USD,New York Stock Exchange Inc.
CMS,CMS ENERGY CORP,Utilities,United States,USD,New York Stock Exchange Inc.
CSL,CARLISLE COMPANIES INC,Industrials,United States,USD,New York Stock Exchange Inc.
KBC,KBC GROEP,Financials,Belgium,USD,Nyse Euronext - Euronext Brussels
PNR,PENTAIR,Industrials,United States,USD,New York Stock Exchange Inc.
DNB,DNB BANK,Financials,Norway,USD,Oslo Bors Asa
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,United States,USD,New York Stock Exchange Inc.
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,United States,USD,NASDAQ
GFNORTEO,GPO FINANCE BANORTE,Financials,Mexico,USD,Bolsa Mexicana De Valores
7733,OLYMPUS CORP,Health Care,Japan,USD,Tokyo Stock Exchange
TRMB,TRIMBLE INC,Information Technology,United States,USD,NASDAQ
MTX,MTU AERO ENGINES HOLDING AG,Industrials,Germany,USD,Xetra
TECK.B,TECK RESOURCES SUBORDINATE VOTING,Materials,Canada,USD,Toronto Stock Exchange
QBE,QBE INSURANCE GROUP LTD,Financials,Australia,USD,Asx - All Markets
EQNR,EQUINOR,Energy,Norway,USD,Oslo Bors Asa
TRENT,TRENT LTD,Consumer Discretionary,India,USD,National Stock Exchange Of India
BURL,BURLINGTON STORES INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
SAMPO,SAMPO CLASS A,Financials,Finland,USD,Nasdaq Omx Helsinki Ltd.
YUMC,YUM CHINA HOLDINGS INC,Consumer Discretionary,China,USD,New York Stock Exchange Inc.
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Consumer Staples,Mexico,USD,Bolsa Mexicana De Valores
SBIN,STATE BANK OF INDIA,Financials,India,USD,National Stock Exchange Of India
TEF,TELEFONICA SA,Communication,Spain,USD,Bolsa De Madrid
EQH,EQUITABLE HOLDINGS INC,Financials,United States,USD,New York Stock Exchange Inc.
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
RWE,RWE AG,Utilities,Germany,USD,Xetra
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,United States,USD,New York Stock Exchange Inc.
WRB,WR BERKLEY CORP,Financials,United States,USD,New York Stock Exchange Inc.
STLD,STEEL DYNAMICS INC,Materials,United States,USD,NASDAQ
ITC,ITC LTD,Consumer Staples,India,USD,National Stock Exchange Of India
CTRA,COTERRA ENERGY INC,Energy,United States,USD,New York Stock Exchange Inc.
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,United States,USD,NASDAQ
HOLX,HOLOGIC INC,Health Care,United States,USD,NASDAQ
KRZ,KERRY GROUP PLC,Consumer Staples,Ireland,USD,Irish Stock Exchange - All Market
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Industrials,United States,USD,New York Stock Exchange Inc.
ZS,ZSCALER INC,Information Technology,United States,USD,NASDAQ
JBL,JABIL INC,Information Technology,United States,USD,New York Stock Exchange Inc.
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,United Kingdom,USD,London Stock Exchange
Z74,SINGAPORE TELECOMMUNICATIONS LTD,Communication,Singapore,USD,Singapore Exchange
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,United States,USD,New York Stock Exchange Inc.
MDB,MONGODB INC CLASS A,Information Technology,United States,USD,NASDAQ
BBY,BEST BUY INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
KER,KERING SA,Consumer Discretionary,France,USD,Nyse Euronext - Euronext Paris
OMC,OMNICOM GROUP INC,Communication,United States,USD,New York Stock Exchange Inc.
270,KIA CORPORATION CORP,Consumer Discretionary,Korea (South),USD,Korea Exchange (Stock Market)
PINS,PINTEREST INC CLASS A,Communication,United States,USD,New York Stock Exchange Inc.
BBRI,BANK RAKYAT INDONESIA (PERSERO),Financials,Indonesia,USD,Indonesia Stock Exchange
8604,NOMURA HOLDINGS INC,Financials,Japan,USD,Tokyo Stock Exchange
35420,NAVER CORP,Communication,Korea (South),USD,Korea Exchange (Stock Market)
TWLO,TWILIO INC CLASS A,Information Technology,United States,USD,New York Stock Exchange Inc.
HNR1,HANNOVER RUECK,Financials,Germany,USD,Xetra
DGX,QUEST DIAGNOSTICS INC,Health Care,United States,USD,New York Stock Exchange Inc.
MANH,MANHATTAN ASSOCIATES INC,Information Technology,United States,USD,NASDAQ
BXB,BRAMBLES LTD,Industrials,Australia,USD,Asx - All Markets
1925,DAIWA HOUSE INDUSTRY LTD,Real Estate,Japan,USD,Tokyo Stock Exchange
BALL,BALL CORP,Materials,United States,USD,New York Stock Exchange Inc.
MOH,MOLINA HEALTHCARE INC,Health Care,United States,USD,New York Stock Exchange Inc.
IEX,IDEX CORP,Industrials,United States,USD,New York Stock Exchange Inc.
VRSN,VERISIGN INC,Information Technology,United States,USD,NASDAQ
GMEXICOB,GRUPO MEXICO B,Materials,Mexico,USD,Bolsa Mexicana De Valores
7269,SUZUKI MOTOR CORP,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
600519,KWEICHOW MOUTAI LTD A,Consumer Staples,China,USD,Shanghai Stock Exchange
ORA,ORANGE SA,Communication,France,USD,Nyse Euronext - Euronext Paris
RBA,RB GLOBAL INC,Industrials,Canada,USD,Toronto Stock Exchange
SMCI,SUPER MICRO COMPUTER INC,Information Technology,United States,USD,NASDAQ
MARUTI,MARUTI SUZUKI INDIA LTD,Consumer Discretionary,India,USD,National Stock Exchange Of India
SDZ,SANDOZ GROUP AG,Health Care,Switzerland,USD,SIX Swiss Exchange
L,LOEWS CORP,Financials,United States,USD,New York Stock Exchange Inc.
LGEN,LEGAL AND GENERAL GROUP PLC,Financials,United Kingdom,USD,London Stock Exchange
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,United States,USD,New York Stock Exchange Inc.
4503,ASTELLAS PHARMA INC,Health Care,Japan,USD,Tokyo Stock Exchange
IP,INTERNATIONAL PAPER,Materials,United States,USD,New York Stock Exchange Inc.
POWERGRID,POWER GRID CORPORATION OF INDIA LT,Utilities,India,USD,National Stock Exchange Of India
CLNX,CELLNEX TELECOM SA,Communication,Spain,USD,Bolsa De Madrid
HEI,HEIDELBERG MATERIALS AG,Materials,Germany,USD,Xetra
TATAMOTORS,TATA MOTORS LTD,Consumer Discretionary,India,USD,National Stock Exchange Of India
WSO,WATSCO INC,Industrials,United States,USD,New York Stock Exchange Inc.
FAB,FIRST ABU DHABI BANK,Financials,United Arab Emirates,USD,Abu Dhabi Securities Exchange
PRY,PRYSMIAN,Industrials,Italy,USD,Borsa Italiana
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,United States,USD,New York Stock Exchange Inc.
SWED A,SWEDBANK,Financials,Sweden,USD,Nasdaq Omx Nordic
SOON,SONOVA HOLDING AG,Health Care,Switzerland,USD,SIX Swiss Exchange
2010,SAUDI BASIC INDUSTRIES,Materials,Saudi Arabia,USD,Saudi Stock Exchange
3968,CHINA MERCHANTS BANK LTD H,Financials,China,USD,Hong Kong Exchanges And Clearing Ltd
SUI,SUN COMMUNITIES REIT INC,Real Estate,United States,USD,New York Stock Exchange Inc.
MAS,MASCO CORP,Industrials,United States,USD,New York Stock Exchange Inc.
GPC,GENUINE PARTS,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
J,JACOBS SOLUTIONS INC,Industrials,United States,USD,New York Stock Exchange Inc.
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,United States,USD,NASDAQ
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Information Technology,Israel,USD,NASDAQ
DG,DOLLAR GENERAL CORP,Consumer Staples,United States,USD,New York Stock Exchange Inc.
PNDORA,PANDORA,Consumer Discretionary,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
NTNX,NUTANIX INC CLASS A,Information Technology,United States,USD,NASDAQ
LUMI,BANK LEUMI LE ISRAEL,Financials,Israel,USD,Tel Aviv Stock Exchange
3711,ASE TECHNOLOGY HOLDING LTD,Information Technology,Taiwan,USD,Taiwan Stock Exchange
CBK,COMMERZBANK AG,Financials,Germany,USD,Xetra
STMPA,STMICROELECTRONICS NV,Information Technology,France,USD,Nyse Euronext - Euronext Paris
AVY,AVERY DENNISON CORP,Materials,United States,USD,New York Stock Exchange Inc.
NTPC,NTPC LTD,Utilities,India,USD,National Stock Exchange Of India
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Industrials,United States,USD,NASDAQ
RPM,RPM INTERNATIONAL INC,Materials,United States,USD,New York Stock Exchange Inc.
GEN,GEN DIGITAL INC,Information Technology,United States,USD,NASDAQ
9020,EAST JAPAN RAILWAY,Industrials,Japan,USD,Tokyo Stock Exchange
5401,NIPPON STEEL CORP,Materials,Japan,USD,Tokyo Stock Exchange
TSN,TYSON FOODS INC CLASS A,Consumer Staples,United States,USD,New York Stock Exchange Inc.
857,PETROCHINA LTD H,Energy,China,USD,Hong Kong Exchanges And Clearing Ltd
CF,CF INDUSTRIES HOLDINGS INC,Materials,United States,USD,New York Stock Exchange Inc.
CCEP,COCA COLA EUROPACIFIC PARTNERS PLC,Consumer Staples,Netherlands,USD,NASDAQ
KNEBV,KONE,Industrials,Finland,USD,Nasdaq Omx Helsinki Ltd.
5020,ENEOS HOLDINGS INC,Energy,Japan,USD,Tokyo Stock Exchange
KIM,KIMCO REALTY REIT CORP,Real Estate,United States,USD,New York Stock Exchange Inc.
RS,RELIANCE STEEL & ALUMINUM,Materials,United States,USD,New York Stock Exchange Inc.
POLI,BANK HAPOALIM BM,Financials,Israel,USD,Tel Aviv Stock Exchange
EAND,EMIRATES TELECOM,Communication,United Arab Emirates,USD,Abu Dhabi Securities Exchange
SGSN,SGS SA,Industrials,Switzerland,USD,SIX Swiss Exchange
UTHR,UNITED THERAPEUTICS CORP,Health Care,United States,USD,NASDAQ
SBK,STANDARD BANK GROUP,Financials,South Africa,USD,Johannesburg Stock Exchange
FFIV,F5 INC,Information Technology,United States,USD,NASDAQ
2082,ACWA POWER CO,Utilities,Saudi Arabia,USD,Saudi Stock Exchange
ENTG,ENTEGRIS INC,Information Technology,United States,USD,NASDAQ
8309,SUMITOMO MITSUI TRUST GROUP INC,Financials,Japan,USD,Tokyo Stock Exchange
TW,TRADEWEB MARKETS INC CLASS A,Financials,United States,USD,NASDAQ
APTV,APTIV LTD,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
KEY,KEYCORP,Financials,United States,USD,New York Stock Exchange Inc.
ESSITY B,ESSITY CLASS B,Consumer Staples,Sweden,USD,Nasdaq Omx Nordic
SHL,SIEMENS HEALTHINEERS AG,Health Care,Germany,USD,Xetra
COL,COLES GROUP LTD,Consumer Staples,Australia,USD,Asx - All Markets
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,United States,USD,New York Stock Exchange Inc.
OC,OWENS CORNING,Industrials,United States,USD,New York Stock Exchange Inc.
NI,NISOURCE INC,Utilities,United States,USD,New York Stock Exchange Inc.
2303,UNITED MICRO ELECTRONICS CORP,Information Technology,Taiwan,USD,Taiwan Stock Exchange
8267,AEON LTD,Consumer Staples,Japan,USD,Tokyo Stock Exchange
PBBANK,PUBLIC BANK,Financials,Malaysia,USD,Bursa Malaysia
CPI,CAPITEC LTD,Financials,South Africa,USD,Johannesburg Stock Exchange
LNT,ALLIANT ENERGY CORP,Utilities,United States,USD,NASDAQ
NXT,NEXT PLC,Consumer Discretionary,United Kingdom,USD,London Stock Exchange
HO,THALES SA,Industrials,France,USD,Nyse Euronext - Euronext Paris
XRO,XERO LTD,Information Technology,Australia,USD,Asx - All Markets
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,United States,USD,NASDAQ
1,CK HUTCHISON HOLDINGS LTD,Industrials,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
TXT,TEXTRON INC,Industrials,United States,USD,New York Stock Exchange Inc.
DLTR,DOLLAR TREE INC,Consumer Staples,United States,USD,NASDAQ
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,United States,USD,New York Stock Exchange Inc.
SY1,SYMRISE AG,Materials,Germany,USD,Xetra
8308,RESONA HOLDINGS INC,Financials,Japan,USD,Tokyo Stock Exchange
9101,NIPPON YUSEN,Industrials,Japan,USD,Tokyo Stock Exchange
6594,NIDEC CORP,Industrials,Japan,USD,Tokyo Stock Exchange
ALGN,ALIGN TECHNOLOGY INC,Health Care,United States,USD,NASDAQ
2502,ASAHI GROUP HOLDINGS LTD,Consumer Staples,Japan,USD,Tokyo Stock Exchange
TOU,TOURMALINE OIL CORP,Energy,Canada,USD,Toronto Stock Exchange
EG,EVEREST GROUP LTD,Financials,United States,USD,New York Stock Exchange Inc.
WEGE3,WEG SA,Industrials,Brazil,USD,XBSP
2015,LI AUTO CLASS A INC,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
ACM,AECOM,Industrials,United States,USD,New York Stock Exchange Inc.
AV.,AVIVA PLC,Financials,United Kingdom,USD,London Stock Exchange
SHB A,SVENSKA HANDELSBANKEN-A SHS,Financials,Sweden,USD,Nasdaq Omx Nordic
CYBR,CYBER ARK SOFTWARE LTD,Information Technology,Israel,USD,NASDAQ
REP,REPSOL SA,Energy,Spain,USD,Bolsa De Madrid
BAER,JULIUS BAER GRUPPE AG,Financials,Switzerland,USD,SIX Swiss Exchange
RVTY,REVVITY INC,Health Care,United States,USD,New York Stock Exchange Inc.
16,SUN HUNG KAI PROPERTIES LTD,Real Estate,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
7832,BANDAI NAMCO HOLDINGS INC,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
1288,AGRICULTURAL BANK OF CHINA LTD H,Financials,China,USD,Hong Kong Exchanges And Clearing Ltd
2357,ASUSTEK COMPUTER INC,Information Technology,Taiwan,USD,Taiwan Stock Exchange
GGG,GRACO INC,Industrials,United States,USD,New York Stock Exchange Inc.
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,United States,USD,NASDAQ
ACA,CREDIT AGRICOLE SA,Financials,France,USD,Nyse Euronext - Euronext Paris
WALMEX*,WALMART DE MEXICO V,Consumer Staples,Mexico,USD,Bolsa Mexicana De Valores
EVRG,EVERGY INC,Utilities,United States,USD,NASDAQ
8802,MITSUBISHI ESTATE CO LTD,Real Estate,Japan,USD,Tokyo Stock Exchange
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,United States,USD,NASDAQ
1928,SEKISUI HOUSE LTD,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
FRE,FRESENIUS SE AND CO KGAA,Health Care,Germany,USD,Xetra
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,United States,USD,NASDAQ
BAX,BAXTER INTERNATIONAL INC,Health Care,United States,USD,New York Stock Exchange Inc.
SCMN,SWISSCOM AG,Communication,Switzerland,USD,SIX Swiss Exchange
COLO B,COLOPLAST B,Health Care,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
VTRS,VIATRIS INC,Health Care,United States,USD,NASDAQ
EPAM,EPAM SYSTEMS INC,Information Technology,United States,USD,New York Stock Exchange Inc.
DT,DYNATRACE INC,Information Technology,United States,USD,New York Stock Exchange Inc.
JHX,JAMES HARDIE INDUSTRIES CDI PLC,Materials,Australia,USD,Asx - All Markets
AVTR,AVANTOR INC,Health Care,United States,USD,New York Stock Exchange Inc.
HEN3,HENKEL & KGAA PREF AG,Consumer Staples,Germany,USD,Xetra
UPM,UPM-KYMMENE,Materials,Finland,USD,Nasdaq Omx Helsinki Ltd.
TITAN,TITAN COMPANY LTD,Consumer Discretionary,India,USD,National Stock Exchange Of India
AMCR,AMCOR PLC,Materials,United States,USD,New York Stock Exchange Inc.
PKO,POWSZECHNA KASA OSZCZEDNOSCI BANK,Financials,Poland,USD,Warsaw Stock Exchange/Equities/Main Market
SUN,SUNCORP GROUP LTD,Financials,Australia,USD,Asx - All Markets
OTP,OTP BANK,Financials,Hungary,USD,Budapest Stock Exchange
MRU,METRO INC,Consumer Staples,Canada,USD,Toronto Stock Exchange
HEIA,HEICO CORP CLASS A,Industrials,United States,USD,New York Stock Exchange Inc.
2412,CHUNGHWA TELECOM LTD,Communication,Taiwan,USD,Taiwan Stock Exchange
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,United States,USD,New York Stock Exchange Inc.
2628,CHINA LIFE INSURANCE LTD H,Financials,China,USD,Hong Kong Exchanges And Clearing Ltd
DELTA.R,DELTA ELECTRONICS (THAILAND) NON-V,Information Technology,Thailand,USD,Stock Exchange Of Thailand
OKTA,OKTA INC CLASS A,Information Technology,United States,USD,NASDAQ
EMIRATESNBD,EMIRATES NBD,Financials,United Arab Emirates,USD,Dubai Financial Market
MAYBANK,MALAYAN BANKING,Financials,Malaysia,USD,Bursa Malaysia
SGE,SAGE GROUP PLC,Information Technology,United Kingdom,USD,London Stock Exchange
EPI A,EPIROC CLASS A,Industrials,Sweden,USD,Nasdaq Omx Nordic
7182,JAPAN POST BANK LTD,Financials,Japan,USD,Tokyo Stock Exchange
ROL,ROLLINS INC,Industrials,United States,USD,New York Stock Exchange Inc.
2,CLP HOLDINGS LTD,Utilities,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
POOL,POOL CORP,Consumer Discretionary,United States,USD,NASDAQ
EVO,EVOLUTION,Consumer Discretionary,Sweden,USD,Nasdaq Omx Nordic
2020,ANTA SPORTS PRODUCTS LTD,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
GMAB,GENMAB,Health Care,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
ULTRACEMCO,ULTRATECH CEMENT LTD,Materials,India,USD,National Stock Exchange Of India
STO,SANTOS LTD,Energy,Australia,USD,Asx - All Markets
LOGN,LOGITECH INTERNATIONAL SA,Information Technology,Switzerland,USD,SIX Swiss Exchange
VWS,VESTAS WIND SYSTEMS,Industrials,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,United States,USD,NASDAQ
WTC,WISETECH GLOBAL LTD,Information Technology,Australia,USD,Asx - All Markets
CAG,CONAGRA BRANDS INC,Consumer Staples,United States,USD,New York Stock Exchange Inc.
55550,SHINHAN FINANCIAL GROUP LTD,Financials,Korea (South),USD,Korea Exchange (Stock Market)
FPH,FISHER AND PAYKEL HEALTHCARE CORPO,Health Care,New Zealand,USD,New Zealand Exchange Ltd
DKS,DICKS SPORTING INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
TRN,TERNA RETE ELETTRICA NAZIONALE,Utilities,Italy,USD,Borsa Italiana
7936,ASICS CORP,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
LISN,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,Switzerland,USD,SIX Swiss Exchange
AENA,AENA SME SA,Industrials,Spain,USD,Bolsa De Madrid
STMN,STRAUMANN HOLDING AG,Health Care,Switzerland,USD,SIX Swiss Exchange
KPN,KONINKLIJKE KPN NV,Communication,Netherlands,USD,Euronext Amsterdam
KMX,CARMAX INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
ADVANC.R,ADVANCED INFO SERVICE NON-VOTING D,Communication,Thailand,USD,Stock Exchange Of Thailand
WPP,WPP PLC,Communication,United Kingdom,USD,London Stock Exchange
5802,SUMITOMO ELECTRIC INDUSTRIES LTD,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
COH,COCHLEAR LTD,Health Care,Australia,USD,Asx - All Markets
1010,RIYAD BANK,Financials,Saudi Arabia,USD,Saudi Stock Exchange
TECHM,TECH MAHINDRA LTD,Information Technology,India,USD,National Stock Exchange Of India
ALFA,ALFA LAVAL,Industrials,Sweden,USD,Nasdaq Omx Nordic
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,United States,USD,NASDAQ
TOST,TOAST INC CLASS A,Financials,United States,USD,New York Stock Exchange Inc.
CPU,COMPUTERSHARE LTD,Industrials,Australia,USD,Asx - All Markets
9735,SECOM LTD,Industrials,Japan,USD,Tokyo Stock Exchange
MRNA,MODERNA INC,Health Care,United States,USD,NASDAQ
AMXB,AMERICA MOVIL B,Communication,Mexico,USD,Bolsa Mexicana De Valores
6988,NITTO DENKO CORP,Materials,Japan,USD,Tokyo Stock Exchange
RTO,RENTOKIL INITIAL PLC,Industrials,United Kingdom,USD,London Stock Exchange
9613,NTT DATA GROUP CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
TVSMOTOR,TVS MOTOR COMPANY LTD,Consumer Discretionary,India,USD,National Stock Exchange Of India
UDR,UDR REIT INC,Real Estate,United States,USD,New York Stock Exchange Inc.
WPC,W. P. CAREY REIT INC,Real Estate,United States,USD,New York Stock Exchange Inc.
6971,KYOCERA CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
WIX,WIX.COM LTD,Information Technology,Israel,USD,NASDAQ
86790,HANA FINANCIAL GROUP INC,Financials,Korea (South),USD,Korea Exchange (Stock Market)
2886,MEGA FINANCIAL HOLDING LTD,Financials,Taiwan,USD,Taiwan Stock Exchange
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,United States,USD,NASDAQ
BEL,BHARAT ELECTRONICS LTD,Industrials,India,USD,National Stock Exchange Of India
GFI,GOLD FIELDS LTD,Materials,South Africa,USD,Johannesburg Stock Exchange
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,United States,USD,NASDAQ
207940,SAMSUNG BIOLOGICS LTD,Health Care,Korea (South),USD,Korea Exchange (Stock Market)
175,GEELY AUTOMOBILE HOLDINGS LTD,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
REG,REGENCY CENTERS REIT CORP,Real Estate,United States,USD,NASDAQ
2899,ZIJIN MINING GROUP LTD H,Materials,China,USD,Hong Kong Exchanges And Clearing Ltd
1216,UNI-PRESIDENT ENTERPRISES CORP,Consumer Staples,Taiwan,USD,Taiwan Stock Exchange
Z,ZILLOW GROUP INC CLASS C,Real Estate,United States,USD,NASDAQ
1605,INPEX CORP,Energy,Japan,USD,Tokyo Stock Exchange
5490,POSCO,Materials,Korea (South),USD,Korea Exchange (Stock Market)
BT.A,BT GROUP PLC,Communication,United Kingdom,USD,London Stock Exchange
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,United States,USD,NASDAQ
1CO,COVESTRO V AG,Materials,Germany,USD,Xetra
BEI,BEIERSDORF AG,Consumer Staples,Germany,USD,Xetra
BAP,CREDICORP LTD,Financials,Peru,USD,New York Stock Exchange Inc.
K,KINROSS GOLD CORP,Materials,Canada,USD,Toronto Stock Exchange
SWK,STANLEY BLACK & DECKER INC,Industrials,United States,USD,New York Stock Exchange Inc.
TATASTEEL,TATA STEEL LTD,Materials,India,USD,National Stock Exchange Of India
IMO,IMPERIAL OIL LTD,Energy,Canada,USD,Toronto Stock Exchange
386,CHINA PETROLEUM AND CHEMICAL CORP,Energy,China,USD,Hong Kong Exchanges And Clearing Ltd
9022,CENTRAL JAPAN RAILWAY,Industrials,Japan,USD,Tokyo Stock Exchange
AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,United States,USD,New York Stock Exchange Inc.
8697,JAPAN EXCHANGE GROUP INC,Financials,Japan,USD,Tokyo Stock Exchange
ALLE,ALLEGION PLC,Industrials,United States,USD,New York Stock Exchange Inc.
2345,ACCTON TECHNOLOGY CORP,Information Technology,Taiwan,USD,Taiwan Stock Exchange
BMRI,BANK MANDIRI (PERSERO),Financials,Indonesia,USD,Indonesia Stock Exchange
1024,KUAISHOU TECHNOLOGY,Communication,China,USD,Hong Kong Exchanges And Clearing Ltd
NST,NORTHERN STAR RESOURCES LTD,Materials,Australia,USD,Asx - All Markets
2884,E.SUN FINANCIAL HOLDING LTD,Financials,Taiwan,USD,Taiwan Stock Exchange
4307,NOMURA RESEARCH INSTITUTE LTD,Information Technology,Japan,USD,Tokyo Stock Exchange
6201,TOYOTA INDUSTRIES CORP,Industrials,Japan,USD,Tokyo Stock Exchange
SNAP,SNAP INC CLASS A,Communication,United States,USD,New York Stock Exchange Inc.
CPALL.R,CP ALL NON-VOTING DR PCL,Consumer Staples,Thailand,USD,Stock Exchange Of Thailand
HEI,HEICO CORP,Industrials,United States,USD,New York Stock Exchange Inc.
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,United States,USD,New York Stock Exchange Inc.
JNPR,JUNIPER NETWORKS INC,Information Technology,United States,USD,New York Stock Exchange Inc.
AIZ,ASSURANT INC,Financials,United States,USD,New York Stock Exchange Inc.
9104,MITSUI OSK LINES LTD,Industrials,Japan,USD,Tokyo Stock Exchange
IAG,INSURANCE AUSTRALIA GROUP LTD,Financials,Australia,USD,Asx - All Markets
BEKE,KE HOLDINGS ADR REPRESENTING INC,Real Estate,China,USD,New York Stock Exchange Inc.
ORG,ORIGIN ENERGY LTD,Utilities,Australia,USD,Asx - All Markets
MG,MAGNA INTERNATIONAL INC,Consumer Discretionary,Canada,USD,Toronto Stock Exchange
PSON,PEARSON PLC,Consumer Discretionary,United Kingdom,USD,London Stock Exchange
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,United States,USD,New York Stock Exchange Inc.
6326,KUBOTA CORP,Industrials,Japan,USD,Tokyo Stock Exchange
2328,PICC PROPERTY AND CASUALTY LTD H,Financials,China,USD,Hong Kong Exchanges And Clearing Ltd
300750,CONTEMPORARY AMPEREX TECHNOLOGY LT,Industrials,China,USD,Shenzhen Stock Exchange
ACS,ACS ACTIVIDADES DE CONSTRUCCION Y,Industrials,Spain,USD,Bolsa De Madrid
CG,CARLYLE GROUP INC,Financials,United States,USD,NASDAQ
LISP,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,Switzerland,USD,SIX Swiss Exchange
373220,LG ENERGY SOLUTION LTD,Industrials,Korea (South),USD,Korea Exchange (Stock Market)
BNZL,BUNZL,Industrials,United Kingdom,USD,London Stock Exchange
KNIN,KUEHNE UND NAGEL INTERNATIONAL AG,Industrials,Switzerland,USD,SIX Swiss Exchange
ASIANPAINT,ASIAN PAINTS LTD,Materials,India,USD,National Stock Exchange Of India
8015,TOYOTA TSUSHO CORP,Industrials,Japan,USD,Tokyo Stock Exchange
SCG,SCENTRE GROUP,Real Estate,Australia,USD,Asx - All Markets
TECH,BIO TECHNE CORP,Health Care,United States,USD,NASDAQ
QIBK,QATAR ISLAMIC BANK,Financials,Qatar,USD,Qatar Exchange
H,HYDRO ONE LTD,Utilities,Canada,USD,Toronto Stock Exchange
EMA,EMERA INC,Utilities,Canada,USD,Toronto Stock Exchange
EXAS,EXACT SCIENCES CORP,Health Care,United States,USD,NASDAQ
BVI,BUREAU VERITAS SA,Industrials,France,USD,Nyse Euronext - Euronext Paris
1150,ALINMA BANK,Financials,Saudi Arabia,USD,Saudi Stock Exchange
2388,BOC HONG KONG HOLDINGS LTD,Financials,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
SJM,JM SMUCKER,Consumer Staples,United States,USD,New York Stock Exchange Inc.
AOT.R,AIRPORTS OF THAILAND NON-VOTING DR,Industrials,Thailand,USD,Stock Exchange Of Thailand
NN,NN GROUP NV,Financials,Netherlands,USD,Euronext Amsterdam
1088,CHINA SHENHUA ENERGY LTD H,Energy,China,USD,Hong Kong Exchanges And Clearing Ltd
