Ticker,Name,Sector,Location,Currency,Exchange
TXN,TEXAS INSTRUMENT INC,Information Technology,United States,USD,NASDAQ
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,United States,USD,NASDAQ
RY,ROYAL BANK OF CANADA,Financials,Canada,USD,Toronto Stock Exchange
9988,ALIBABA GROUP HOLDING LTD,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
VZ,VERIZON COMMUNICATIONS INC,Communication,United States,USD,New York Stock Exchange Inc.
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,United States,USD,NASDAQ
T,AT&T INC,Communication,United States,USD,New York Stock Exchange Inc.
CBA,COMMONWEALTH BANK OF AUSTRALIA,Financials,Australia,USD,Asx - All Markets
SPGI,S&P GLOBAL INC,Financials,United States,USD,New York Stock Exchange Inc.
RTX,RTX CORP,Industrials,United States,USD,New York Stock Exchange Inc.
BLK,BLACKROCK INC,Financials,United States,USD,New York Stock Exchange Inc.
MS,MORGAN STANLEY,Financials,United States,USD,New York Stock Exchange Inc.
PFE,PFIZER INC,Health Care,United States,USD,New York Stock Exchange Inc.
DHR,DANAHER CORP,Health Care,United States,USD,New York Stock Exchange Inc.
SIE,SIEMENS N AG,Industrials,Germany,USD,Xetra
NEE,NEXTERA ENERGY INC,Utilities,United States,USD,New York Stock Exchange Inc.
HON,HONEYWELL INTERNATIONAL INC,Industrials,United States,USD,NASDAQ
CMCSA,COMCAST CORP CLASS A,Communication,United States,USD,NASDAQ
AMGN,AMGEN INC,Health Care,United States,USD,NASDAQ
LOW,LOWES COMPANIES INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
ULVR,UNILEVER PLC,Consumer Staples,United Kingdom,USD,London Stock Exchange
PGR,PROGRESSIVE CORP,Financials,United States,USD,New York Stock Exchange Inc.
AMAT,APPLIED MATERIAL INC,Information Technology,United States,USD,NASDAQ
TJX,TJX INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
UNP,UNION PACIFIC CORP,Industrials,United States,USD,New York Stock Exchange Inc.
ETN,EATON PLC,Industrials,United States,USD,New York Stock Exchange Inc.
BSX,BOSTON SCIENTIFIC CORP,Health Care,United States,USD,New York Stock Exchange Inc.
SU,SCHNEIDER ELECTRIC,Industrials,France,USD,Nyse Euronext - Euronext Paris
C,CITIGROUP INC,Financials,United States,USD,New York Stock Exchange Inc.
SHOP,SHOPIFY SUBORDINATE VOTING INC CLA,Information Technology,Canada,USD,Toronto Stock Exchange
6758,SONY GROUP CORP,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
BA,BOEING,Industrials,United States,USD,New York Stock Exchange Inc.
SYK,STRYKER CORP,Health Care,United States,USD,New York Stock Exchange Inc.
COP,CONOCOPHILLIPS,Energy,United States,USD,New York Stock Exchange Inc.
8306,MITSUBISHI UFJ FINANCIAL GROUP INC,Financials,Japan,USD,Tokyo Stock Exchange
BHP,BHP GROUP LTD,Materials,Australia,USD,Asx - All Markets
BX,BLACKSTONE INC,Financials,United States,USD,New York Stock Exchange Inc.
PANW,PALO ALTO NETWORKS INC,Information Technology,United States,USD,NASDAQ
ANET,ARISTA NETWORKS INC,Information Technology,United States,USD,New York Stock Exchange Inc.
FI,FISERV INC,Financials,United States,USD,New York Stock Exchange Inc.
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,United States,USD,NASDAQ
ALV,ALLIANZ,Financials,Germany,USD,Xetra
SCHW,CHARLES SCHWAB CORP,Financials,United States,USD,New York Stock Exchange Inc.
HDFCBANK,HDFC BANK LTD,Financials,India,USD,National Stock Exchange Of India
TTE,TOTALENERGIES,Energy,France,USD,Nyse Euronext - Euronext Paris
TMUS,T MOBILE US INC,Communication,United States,USD,NASDAQ
GILD,GILEAD SCIENCES INC,Health Care,United States,USD,NASDAQ
UBER,UBER TECHNOLOGIES INC,Industrials,United States,USD,New York Stock Exchange Inc.
BMY,BRISTOL MYERS SQUIBB,Health Care,United States,USD,New York Stock Exchange Inc.
6501,HITACHI LTD,Industrials,Japan,USD,Tokyo Stock Exchange
DE,DEERE,Industrials,United States,USD,New York Stock Exchange Inc.
ADI,ANALOG DEVICES INC,Information Technology,United States,USD,NASDAQ
SAN,SANOFI SA,Health Care,France,USD,Nyse Euronext - Euronext Paris
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,United States,USD,NASDAQ
CB,CHUBB LTD,Financials,United States,USD,New York Stock Exchange Inc.
DTE,DEUTSCHE TELEKOM N AG,Communication,Germany,USD,Xetra
MDT,MEDTRONIC PLC,Health Care,United States,USD,New York Stock Exchange Inc.
LMT,LOCKHEED MARTIN CORP,Industrials,United States,USD,New York Stock Exchange Inc.
6098,RECRUIT HOLDINGS LTD,Industrials,Japan,USD,Tokyo Stock Exchange
MMC,MARSH & MCLENNAN INC,Financials,United States,USD,New York Stock Exchange Inc.
UBSG,UBS GROUP AG,Financials,Switzerland,USD,SIX Swiss Exchange
MU,MICRON TECHNOLOGY INC,Information Technology,United States,USD,NASDAQ
MRVL,MARVELL TECHNOLOGY INC,Information Technology,United States,USD,NASDAQ
3690,MEITUAN,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
SBUX,STARBUCKS CORP,Consumer Discretionary,United States,USD,NASDAQ
PLD,PROLOGIS REIT INC,Real Estate,United States,USD,New York Stock Exchange Inc.
LRCX,LAM RESEARCH CORP,Information Technology,United States,USD,NASDAQ
GEV,GE VERNOVA INC,Industrials,United States,USD,New York Stock Exchange Inc.
KKR,KKR AND CO INC,Financials,United States,USD,New York Stock Exchange Inc.
MO,ALTRIA GROUP INC,Consumer Staples,United States,USD,New York Stock Exchange Inc.
AIR,AIRBUS GROUP,Industrials,France,USD,Nyse Euronext - Euronext Paris
TD,TORONTO DOMINION,Financials,Canada,USD,Toronto Stock Exchange
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,United States,USD,New York Stock Exchange Inc.
NKE,NIKE INC CLASS B,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
ENB,ENBRIDGE INC,Energy,Canada,USD,Toronto Stock Exchange
SO,SOUTHERN,Utilities,United States,USD,New York Stock Exchange Inc.
AI,LAIR LIQUIDE SOCIETE ANONYME POUR,Materials,France,USD,Nyse Euronext - Euronext Paris
EQIX,EQUINIX REIT INC,Real Estate,United States,USD,NASDAQ
8316,SUMITOMO MITSUI FINANCIAL GROUP IN,Financials,Japan,USD,Tokyo Stock Exchange
ABBN,ABB LTD,Industrials,Switzerland,USD,SIX Swiss Exchange
ZURN,ZURICH INSURANCE GROUP AG,Financials,Switzerland,USD,SIX Swiss Exchange
KLAC,KLA CORP,Information Technology,United States,USD,NASDAQ
REL,RELX PLC,Industrials,United Kingdom,USD,London Stock Exchange
AMT,AMERICAN TOWER REIT CORP,Real Estate,United States,USD,New York Stock Exchange Inc.
RELIANCE,RELIANCE INDUSTRIES LTD,Energy,India,USD,National Stock Exchange Of India
TT,TRANE TECHNOLOGIES PLC,Industrials,United States,USD,New York Stock Exchange Inc.
APH,AMPHENOL CORP CLASS A,Information Technology,United States,USD,New York Stock Exchange Inc.
INTC,INTEL CORPORATION CORP,Information Technology,United States,USD,NASDAQ
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,United States,USD,New York Stock Exchange Inc.
ELV,ELEVANCE HEALTH INC,Health Care,United States,USD,New York Stock Exchange Inc.
CSL,CSL LTD,Health Care,Australia,USD,Asx - All Markets
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
PYPL,PAYPAL HOLDINGS INC,Financials,United States,USD,NASDAQ
IBE,IBERDROLA SA,Utilities,Spain,USD,Bolsa De Madrid
CME,CME GROUP INC CLASS A,Financials,United States,USD,NASDAQ
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,United States,USD,NASDAQ
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,United States,USD,NASDAQ
PH,PARKER-HANNIFIN CORP,Industrials,United States,USD,New York Stock Exchange Inc.
SHW,SHERWIN WILLIAMS,Materials,United States,USD,New York Stock Exchange Inc.
ICICIBANK,ICICI BANK LTD,Financials,India,USD,National Stock Exchange Of India
DUK,DUKE ENERGY CORP,Utilities,United States,USD,New York Stock Exchange Inc.
OR,LOREAL SA,Consumer Staples,France,USD,Nyse Euronext - Euronext Paris
WM,WASTE MANAGEMENT INC,Industrials,United States,USD,New York Stock Exchange Inc.
BP.,BP PLC,Energy,United Kingdom,USD,London Stock Exchange
CFR,COMPAGNIE FINANCIERE RICHEMONT SA,Consumer Discretionary,Switzerland,USD,SIX Swiss Exchange
1299,AIA GROUP LTD,Financials,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
MSI,MOTOROLA SOLUTIONS INC,Information Technology,United States,USD,New York Stock Exchange Inc.
6861,KEYENCE CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
CI,CIGNA,Health Care,United States,USD,New York Stock Exchange Inc.
MELI,MERCADOLIBRE INC,Consumer Discretionary,United States,USD,NASDAQ
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,United States,USD,NASDAQ
MCO,MOODYS CORP,Financials,United States,USD,New York Stock Exchange Inc.
BN,BROOKFIELD CORP CLASS A,Financials,Canada,USD,Toronto Stock Exchange
REGN,REGENERON PHARMACEUTICALS INC,Health Care,United States,USD,NASDAQ
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,United States,USD,New York Stock Exchange Inc.
939,CHINA CONSTRUCTION BANK CORP H,Financials,China,USD,Hong Kong Exchanges And Clearing Ltd
SNPS,SYNOPSYS INC,Information Technology,United States,USD,NASDAQ
ITW,ILLINOIS TOOL INC,Industrials,United States,USD,New York Stock Exchange Inc.
USB,US BANCORP,Financials,United States,USD,New York Stock Exchange Inc.
INFY,INFOSYS LTD,Information Technology,India,USD,National Stock Exchange Of India
MCK,MCKESSON CORP,Health Care,United States,USD,New York Stock Exchange Inc.
WELL,WELLTOWER INC,Real Estate,United States,USD,New York Stock Exchange Inc.
ZTS,ZOETIS INC CLASS A,Health Care,United States,USD,New York Stock Exchange Inc.
RMS,HERMES INTERNATIONAL,Consumer Discretionary,France,USD,Nyse Euronext - Euronext Paris
BATS,BRITISH AMERICAN TOBACCO,Consumer Staples,United Kingdom,USD,London Stock Exchange
SAF,SAFRAN SA,Industrials,France,USD,Nyse Euronext - Euronext Paris
TDG,TRANSDIGM GROUP INC,Industrials,United States,USD,New York Stock Exchange Inc.
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,United States,USD,NASDAQ
CEG,CONSTELLATION ENERGY CORP,Utilities,United States,USD,NASDAQ
2317,HON HAI PRECISION INDUSTRY LTD,Information Technology,Taiwan,USD,Taiwan Stock Exchange
SAN,BANCO SANTANDER SA,Financials,Spain,USD,Bolsa De Madrid
CL,COLGATE-PALMOLIVE,Consumer Staples,United States,USD,New York Stock Exchange Inc.
MMM,3M,Industrials,United States,USD,New York Stock Exchange Inc.
NAB,NATIONAL AUSTRALIA BANK LTD,Financials,Australia,USD,Asx - All Markets
APP,APPLOVIN CORP CLASS A,Information Technology,United States,USD,NASDAQ
AJG,ARTHUR J GALLAGHER,Financials,United States,USD,New York Stock Exchange Inc.
BMO,BANK OF MONTREAL,Financials,Canada,USD,Toronto Stock Exchange
EMR,EMERSON ELECTRIC,Industrials,United States,USD,New York Stock Exchange Inc.
PDD,PDD HOLDINGS ADS INC,Consumer Discretionary,China,USD,NASDAQ
AON,AON PLC CLASS A,Financials,United States,USD,New York Stock Exchange Inc.
CTAS,CINTAS CORP,Industrials,United States,USD,NASDAQ
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Sweden,USD,New York Stock Exchange Inc.
MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Financials,Germany,USD,Xetra
WBC,WESTPAC BANKING CORPORATION CORP,Financials,Australia,USD,Asx - All Markets
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,United States,USD,NASDAQ
RIO,RIO TINTO PLC,Materials,United Kingdom,USD,London Stock Exchange
COF,CAPITAL ONE FINANCIAL CORP,Financials,United States,USD,New York Stock Exchange Inc.
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,United States,USD,New York Stock Exchange Inc.
EL,ESSILORLUXOTTICA SA,Health Care,France,USD,Nyse Euronext - Euronext Paris
DGE,DIAGEO PLC,Consumer Staples,United Kingdom,USD,London Stock Exchange
8035,TOKYO ELECTRON LTD,Information Technology,Japan,USD,Tokyo Stock Exchange
EOG,EOG RESOURCES INC,Energy,United States,USD,New York Stock Exchange Inc.
LSEG,LONDON STOCK EXCHANGE GROUP PLC,Financials,United Kingdom,USD,London Stock Exchange
CP,CANADIAN PACIFIC KANSAS CITY LTD,Industrials,Canada,USD,Toronto Stock Exchange
GSK,GLAXOSMITHKLINE,Health Care,United Kingdom,USD,London Stock Exchange
8766,TOKIO MARINE HOLDINGS INC,Financials,Japan,USD,Tokyo Stock Exchange
WMB,WILLIAMS INC,Energy,United States,USD,New York Stock Exchange Inc.
CRH,CRH PUBLIC LIMITED PLC,Materials,United States,USD,New York Stock Exchange Inc.
BDX,BECTON DICKINSON,Health Care,United States,USD,New York Stock Exchange Inc.
CSU,CONSTELLATION SOFTWARE INC,Information Technology,Canada,USD,Toronto Stock Exchange
BNS,BANK OF NOVA SCOTIA,Financials,Canada,USD,Toronto Stock Exchange
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
CNQ,CANADIAN NATURAL RESOURCES LTD,Energy,Canada,USD,Toronto Stock Exchange
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,United States,USD,New York Stock Exchange Inc.
NOC,NORTHROP GRUMMAN CORP,Industrials,United States,USD,New York Stock Exchange Inc.
ADSK,AUTODESK INC,Information Technology,United States,USD,NASDAQ
660,SK HYNIX INC,Information Technology,Korea (South),USD,Korea Exchange (Stock Market)
2454,MEDIATEK INC,Information Technology,Taiwan,USD,Taiwan Stock Exchange
9983,FAST RETAILING LTD,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
CS,AXA SA,Financials,France,USD,Nyse Euronext - Euronext Paris
FDX,FEDEX CORP,Industrials,United States,USD,New York Stock Exchange Inc.
FTNT,FORTINET INC,Information Technology,United States,USD,NASDAQ
ECL,ECOLAB INC,Materials,United States,USD,New York Stock Exchange Inc.
BNP,BNP PARIBAS SA,Financials,France,USD,Nyse Euronext - Euronext Paris
D05,DBS GROUP HOLDINGS LTD,Financials,Singapore,USD,Singapore Exchange
1810,XIAOMI CORP,Information Technology,China,USD,Hong Kong Exchanges And Clearing Ltd
CSX,CSX CORP,Industrials,United States,USD,NASDAQ
RR.,ROLLS-ROYCE HOLDINGS PLC,Industrials,United Kingdom,USD,London Stock Exchange
GD,GENERAL DYNAMICS CORP,Industrials,United States,USD,New York Stock Exchange Inc.
MSTR,MICROSTRATEGY INC CLASS A,Information Technology,United States,USD,NASDAQ
ISP,INTESA SANPAOLO,Financials,Italy,USD,Borsa Italiana
TGT,TARGET CORP,Consumer Staples,United States,USD,New York Stock Exchange Inc.
UCG,UNICREDIT,Financials,Italy,USD,Borsa Italiana
CM,CANADIAN IMPERIAL BANK OF COMMERCE,Financials,Canada,USD,Toronto Stock Exchange
7974,NINTENDO LTD,Communication,Japan,USD,Tokyo Stock Exchange
GM,GENERAL MOTORS,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
HCA,HCA HEALTHCARE INC,Health Care,United States,USD,New York Stock Exchange Inc.
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,United States,USD,NASDAQ
TFC,TRUIST FINANCIAL CORP,Financials,United States,USD,New York Stock Exchange Inc.
PRX,PROSUS NV CLASS N,Consumer Discretionary,Netherlands,USD,Euronext Amsterdam
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,United States,USD,New York Stock Exchange Inc.
4063,SHIN ETSU CHEMICAL LTD,Materials,Japan,USD,Tokyo Stock Exchange
OKE,ONEOK INC,Energy,United States,USD,New York Stock Exchange Inc.
ROP,ROPER TECHNOLOGIES INC,Information Technology,United States,USD,NASDAQ
SRE,SEMPRA,Utilities,United States,USD,New York Stock Exchange Inc.
BBVA,BANCO BILBAO VIZCAYA ARGENTARIA SA,Financials,Spain,USD,Bolsa De Madrid
BK,BANK OF NEW YORK MELLON CORP,Financials,United States,USD,New York Stock Exchange Inc.
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,United States,USD,New York Stock Exchange Inc.
8001,ITOCHU CORP,Industrials,Japan,USD,Tokyo Stock Exchange
KMI,KINDER MORGAN INC,Energy,United States,USD,New York Stock Exchange Inc.
8411,MIZUHO FINANCIAL GROUP INC,Financials,Japan,USD,Tokyo Stock Exchange
MFC,MANULIFE FINANCIAL CORP,Financials,Canada,USD,Toronto Stock Exchange
FCX,FREEPORT MCMORAN INC,Materials,United States,USD,New York Stock Exchange Inc.
CARR,CARRIER GLOBAL CORP,Industrials,United States,USD,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
WDAY,WORKDAY INC CLASS A,Information Technology,United States,USD,NASDAQ
AFL,AFLAC INC,Financials,United States,USD,New York Stock Exchange Inc.
CVS,CVS HEALTH CORP,Health Care,United States,USD,New York Stock Exchange Inc.
CPG,COMPASS GROUP PLC,Consumer Discretionary,United Kingdom,USD,London Stock Exchange
9984,SOFTBANK GROUP CORP,Communication,Japan,USD,Tokyo Stock Exchange
NG.,NATIONAL GRID PLC,Utilities,United Kingdom,USD,London Stock Exchange
NXPI,NXP SEMICONDUCTORS NV,Information Technology,United States,USD,NASDAQ
CNR,CANADIAN NATIONAL RAILWAY,Industrials,Canada,USD,Toronto Stock Exchange
TRV,TRAVELERS COMPANIES INC,Financials,United States,USD,New York Stock Exchange Inc.
TTD,TRADE DESK INC CLASS A,Communication,United States,USD,NASDAQ
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,United States,USD,New York Stock Exchange Inc.
PCAR,PACCAR INC,Industrials,United States,USD,NASDAQ
AMP,AMERIPRISE FINANCE INC,Financials,United States,USD,New York Stock Exchange Inc.
ENEL,ENEL,Utilities,Italy,USD,Borsa Italiana
RACE,FERRARI NV,Consumer Discretionary,Italy,USD,Borsa Italiana
ANZ,ANZ GROUP HOLDINGS LTD,Financials,Australia,USD,Asx - All Markets
NSC,NORFOLK SOUTHERN CORP,Industrials,United States,USD,New York Stock Exchange Inc.
ITX,INDUSTRIA DE DISENO TEXTIL INDITEX,Consumer Discretionary,Spain,USD,Bolsa De Madrid
DG,VINCI SA,Industrials,France,USD,Nyse Euronext - Euronext Paris
SLB,SCHLUMBERGER NV,Energy,United States,USD,New York Stock Exchange Inc.
8058,MITSUBISHI CORP,Industrials,Japan,USD,Tokyo Stock Exchange
8031,MITSUI LTD,Industrials,Japan,USD,Tokyo Stock Exchange
DASH,DOORDASH INC CLASS A,Consumer Discretionary,United States,USD,NASDAQ
INGA,ING GROEP NV,Financials,Netherlands,USD,Euronext Amsterdam
WES,WESFARMERS LTD,Consumer Discretionary,Australia,USD,Asx - All Markets
COIN,COINBASE GLOBAL INC CLASS A,Financials,United States,USD,NASDAQ
FICO,FAIR ISAAC CORP,Information Technology,United States,USD,New York Stock Exchange Inc.
ALL,ALLSTATE CORP,Financials,United States,USD,New York Stock Exchange Inc.
BARC,BARCLAYS PLC,Financials,United Kingdom,USD,London Stock Exchange
CPRT,COPART INC,Industrials,United States,USD,NASDAQ
MQG,MACQUARIE GROUP LTD DEF,Financials,Australia,USD,Asx - All Markets
4568,DAIICHI SANKYO LTD,Health Care,Japan,USD,Tokyo Stock Exchange
MET,METLIFE INC,Financials,United States,USD,New York Stock Exchange Inc.
ROST,ROSS STORES INC,Consumer Discretionary,United States,USD,NASDAQ
SQ,BLOCK INC CLASS A,Financials,United States,USD,New York Stock Exchange Inc.
1120,AL RAJHI BANK,Financials,Saudi Arabia,USD,Saudi Stock Exchange
GWW,WW GRAINGER INC,Industrials,United States,USD,New York Stock Exchange Inc.
VST,VISTRA CORP,Utilities,United States,USD,New York Stock Exchange Inc.
9433,KDDI CORP,Communication,Japan,USD,Tokyo Stock Exchange
URI,UNITED RENTALS INC,Industrials,United States,USD,New York Stock Exchange Inc.
CMI,CUMMINS INC,Industrials,United States,USD,New York Stock Exchange Inc.
AEP,AMERICAN ELECTRIC POWER INC,Utilities,United States,USD,NASDAQ
SNOW,SNOWFLAKE INC CLASS A,Information Technology,United States,USD,New York Stock Exchange Inc.
HOLN,HOLCIM LTD AG,Materials,Switzerland,USD,SIX Swiss Exchange
388,HONG KONG EXCHANGES AND CLEARING L,Financials,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
MSCI,MSCI INC,Financials,United States,USD,New York Stock Exchange Inc.
LNG,CHENIERE ENERGY INC,Energy,United States,USD,New York Stock Exchange Inc.
PWR,QUANTA SERVICES INC,Industrials,United States,USD,New York Stock Exchange Inc.
BHARTIARTL,BHARTI AIRTEL LTD,Communication,India,USD,National Stock Exchange Of India
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,United States,USD,New York Stock Exchange Inc.
III,3I GROUP PLC,Financials,United Kingdom,USD,London Stock Exchange
TRP,TC ENERGY CORP,Energy,Canada,USD,Toronto Stock Exchange
PSA,PUBLIC STORAGE REIT,Real Estate,United States,USD,New York Stock Exchange Inc.
FLUT,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
PSX,PHILLIPS,Energy,United States,USD,New York Stock Exchange Inc.
INVE B,INVESTOR CLASS B,Financials,Sweden,USD,Nasdaq Omx Nordic
O,REALTY INCOME REIT CORP,Real Estate,United States,USD,New York Stock Exchange Inc.
AXON,AXON ENTERPRISE INC,Industrials,United States,USD,NASDAQ
1398,INDUSTRIAL AND COMMERCIAL BANK OF,Financials,China,USD,Hong Kong Exchanges And Clearing Ltd
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,United States,USD,New York Stock Exchange Inc.
MPC,MARATHON PETROLEUM CORP,Energy,United States,USD,New York Stock Exchange Inc.
BA.,BAE SYSTEMS PLC,Industrials,United Kingdom,USD,London Stock Exchange
WCN,WASTE CONNECTIONS INC,Industrials,United States,USD,New York Stock Exchange Inc.
SU,SUNCOR ENERGY INC,Energy,Canada,USD,Toronto Stock Exchange
LLOY,LLOYDS BANKING GROUP PLC,Financials,United Kingdom,USD,London Stock Exchange
7011,MITSUBISHI HEAVY INDUSTRIES LTD,Industrials,Japan,USD,Tokyo Stock Exchange
EW,EDWARDS LIFESCIENCES CORP,Health Care,United States,USD,New York Stock Exchange Inc.
D,DOMINION ENERGY INC,Utilities,United States,USD,New York Stock Exchange Inc.
GLEN,GLENCORE PLC,Materials,United Kingdom,USD,London Stock Exchange
PAYX,PAYCHEX INC,Industrials,United States,USD,NASDAQ
RSG,REPUBLIC SERVICES INC,Industrials,United States,USD,New York Stock Exchange Inc.
7741,HOYA CORP,Health Care,Japan,USD,Tokyo Stock Exchange
DFS,DISCOVER FINANCIAL SERVICES,Financials,United States,USD,New York Stock Exchange Inc.
6857,ADVANTEST CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
TEL,TE CONNECTIVITY PLC,Information Technology,United States,USD,New York Stock Exchange Inc.
2222,SAUDI ARABIAN OIL,Energy,Saudi Arabia,USD,Saudi Stock Exchange
PRU,PRUDENTIAL FINANCIAL INC,Financials,United States,USD,New York Stock Exchange Inc.
ABI,ANHEUSER-BUSCH INBEV SA,Consumer Staples,Belgium,USD,Nyse Euronext - Euronext Brussels
NEM,NEWMONT,Materials,United States,USD,New York Stock Exchange Inc.
O39,OVERSEA-CHINESE BANKING LTD,Financials,Singapore,USD,Singapore Exchange
ATD,ALIMENTATION COUCHE TARD INC,Consumer Staples,Canada,USD,Toronto Stock Exchange
TCS,TATA CONSULTANCY SERVICES LTD,Information Technology,India,USD,National Stock Exchange Of India
LONN,LONZA GROUP AG,Health Care,Switzerland,USD,SIX Swiss Exchange
HWM,HOWMET AEROSPACE INC,Industrials,United States,USD,New York Stock Exchange Inc.
KMB,KIMBERLY CLARK CORP,Consumer Staples,United States,USD,New York Stock Exchange Inc.
FAST,FASTENAL,Industrials,United States,USD,NASDAQ
DSV,DSV,Industrials,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
SREN,SWISS RE AG,Financials,Switzerland,USD,SIX Swiss Exchange
DB1,DEUTSCHE BOERSE AG,Financials,Germany,USD,Xetra
IFX,INFINEON TECHNOLOGIES AG,Information Technology,Germany,USD,Xetra
NPN,NASPERS LIMITED LTD CLASS N,Consumer Discretionary,South Africa,USD,Johannesburg Stock Exchange
WKL,WOLTERS KLUWER NV,Industrials,Netherlands,USD,Euronext Amsterdam
ATCO A,ATLAS COPCO CLASS A,Industrials,Sweden,USD,Nasdaq Omx Nordic
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,United States,USD,NASDAQ
VRT,VERTIV HOLDINGS CLASS A,Industrials,United States,USD,New York Stock Exchange Inc.
BN,DANONE SA,Consumer Staples,France,USD,Nyse Euronext - Euronext Paris
ALC,ALCON AG,Health Care,Switzerland,USD,SIX Swiss Exchange
4502,TAKEDA PHARMACEUTICAL LTD,Health Care,Japan,USD,Tokyo Stock Exchange
KR,KROGER,Consumer Staples,United States,USD,New York Stock Exchange Inc.
AME,AMETEK INC,Industrials,United States,USD,New York Stock Exchange Inc.
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,United States,USD,New York Stock Exchange Inc.
DHI,D R HORTON INC,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
GIVN,GIVAUDAN SA,Materials,Switzerland,USD,SIX Swiss Exchange
KVUE,KENVUE INC,Consumer Staples,United States,USD,New York Stock Exchange Inc.
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,United States,USD,NASDAQ
RKT,RECKITT BENCKISER GROUP PLC,Consumer Staples,United Kingdom,USD,London Stock Exchange
VOLV B,VOLVO CLASS B,Industrials,Sweden,USD,Nasdaq Omx Nordic
SGO,COMPAGNIE DE SAINT GOBAIN SA,Industrials,France,USD,Nyse Euronext - Euronext Paris
EXPN,EXPERIAN PLC,Industrials,United Kingdom,USD,London Stock Exchange
MBG,MERCEDES-BENZ GROUP N AG,Consumer Discretionary,Germany,USD,Xetra
CBRE,CBRE GROUP INC CLASS A,Real Estate,United States,USD,New York Stock Exchange Inc.
SE,SEA ADS REPRESENTING LTD CLASS A,Communication,Singapore,USD,New York Stock Exchange Inc.
COR,CENCORA INC,Health Care,United States,USD,New York Stock Exchange Inc.
PCG,PG&E CORP,Utilities,United States,USD,New York Stock Exchange Inc.
DDOG,DATADOG INC CLASS A,Information Technology,United States,USD,NASDAQ
BKR,BAKER HUGHES CLASS A,Energy,United States,USD,NASDAQ
BAS,BASF N,Materials,Germany,USD,Xetra
VRSK,VERISK ANALYTICS INC,Industrials,United States,USD,NASDAQ
9618,JD.COM CLASS A INC,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,United States,USD,New York Stock Exchange Inc.
A,AGILENT TECHNOLOGIES INC,Health Care,United States,USD,New York Stock Exchange Inc.
ADS,ADIDAS N AG,Consumer Discretionary,Germany,USD,Xetra
TEAM,ATLASSIAN CORP CLASS A,Information Technology,United States,USD,NASDAQ
CCI,CROWN CASTLE INC,Real Estate,United States,USD,New York Stock Exchange Inc.
GMG,GOODMAN GROUP UNITS,Real Estate,Australia,USD,Asx - All Markets
