iShares MSCI ACWI ETF
Fund Holdings as of,"Dec 24, 2024"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"163,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SECU B","SECURITAS B","Industrials","Equity","1,523,394.11","0.01","1,523,394.11","122,768.00","12.41","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"4204","SEKISUI CHEMICAL LTD","Industrials","Equity","1,516,969.62","0.01","1,516,969.62","97,500.00","15.56","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"3017","ASIA VITAL COMPONENTS LTD","Information Technology","Equity","1,513,103.34","0.01","1,513,103.34","78,000.00","19.40","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"SEK","SEEK LTD","Communication","Equity","1,514,371.53","0.01","1,514,371.53","105,171.00","14.40","Australia","Asx - All Markets","USD","1.61","AUD","-"
"FORTUM","FORTUM","Utilities","Equity","1,512,398.70","0.01","1,512,398.70","110,040.00","13.74","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.96","EUR","-"
"HAVELLS","HAVELLS INDIA LTD","Industrials","Equity","1,502,900.92","0.01","1,502,900.92","76,486.00","19.65","India","National Stock Exchange Of India","USD","85.20","INR","-"
"STERV","STORA ENSO CLASS R","Materials","Equity","1,502,267.19","0.01","1,502,267.19","154,042.00","9.75","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.96","EUR","-"
"688","CHINA OVERSEAS LAND INVESTMENT LTD","Real Estate","Equity","1,502,327.11","0.01","1,502,327.11","935,000.00","1.61","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","1,496,239.92","0.01","1,496,239.92","71,659.00","20.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKN","ORLEN SA","Energy","Equity","1,494,374.09","0.01","1,494,374.09","131,663.00","11.35","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.10","PLN","-"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Real Estate","Equity","1,494,610.85","0.01","1,494,610.85","8,099.00","184.54","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"SRT3","SARTORIUS PREF AG","Health Care","Equity","1,491,638.85","0.01","1,491,638.85","6,648.00","224.37","Germany","Xetra","USD","0.96","EUR","-"
"ALA","ALTAGAS LTD","Utilities","Equity","1,492,649.41","0.01","1,492,649.41","64,175.00","23.26","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"836","CHINA RESOURCES POWER LTD","Utilities","Equity","1,489,194.88","0.01","1,489,194.88","612,000.00","2.43","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"4188","MITSUBISHI CHEMICAL GROUP CORP","Materials","Equity","1,485,509.09","0.01","1,485,509.09","300,000.00","4.95","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"5201","AGC INC","Industrials","Equity","1,483,426.97","0.01","1,483,426.97","50,400.00","29.43","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"WFG","WEST FRASER TIMBER LTD","Materials","Equity","1,484,268.40","0.01","1,484,268.40","16,948.00","87.58","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"MGR","MIRVAC GROUP STAPLED UNITS","Real Estate","Equity","1,482,208.26","0.01","1,482,208.26","1,201,975.00","1.23","Australia","Asx - All Markets","USD","1.61","AUD","-"
"6724","SEIKO EPSON CORP","Information Technology","Equity","1,477,737.38","0.01","1,477,737.38","82,100.00","18.00","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Consumer Discretionary","Equity","1,476,570.05","0.01","1,476,570.05","30,223.00","48.86","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"HEROMOTOCO","HERO MOTOCORP LTD","Consumer Discretionary","Equity","1,477,116.19","0.01","1,477,116.19","29,549.00","49.99","India","National Stock Exchange Of India","USD","85.20","INR","-"
"HELN","HELVETIA HOLDING AG","Financials","Equity","1,474,485.10","0.01","1,474,485.10","8,981.00","164.18","Switzerland","SIX Swiss Exchange","USD","0.90","CHF","-"
"LEG","LEG IMMOBILIEN N","Real Estate","Equity","1,468,660.47","0.01","1,468,660.47","17,391.00","84.45","Germany","Xetra","USD","0.96","EUR","-"
"2207","HOTAI MOTOR LTD","Consumer Discretionary","Equity","1,458,211.58","0.01","1,458,211.58","78,000.00","18.70","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"288","WH GROUP LTD","Consumer Staples","Equity","1,459,160.70","0.01","1,459,160.70","1,908,000.00","0.76","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"7186","CONCORDIA FINANCIAL GROUP LTD","Financials","Equity","1,457,756.26","0.01","1,457,756.26","262,700.00","5.55","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"3888","KINGSOFT LTD","Communication","Equity","1,454,802.60","0.01","1,454,802.60","335,800.00","4.33","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BPCL","BHARAT PETROLEUM LTD","Energy","Equity","1,455,190.81","0.01","1,455,190.81","424,603.00","3.43","India","National Stock Exchange Of India","USD","85.20","INR","-"
"BPAC11","BCO BTG PACTUAL UNT SA","Financials","Equity","1,451,110.48","0.01","1,451,110.48","321,843.00","4.51","Brazil","XBSP","USD","6.19","BRL","-"
"998","CHINA CITIC BANK CORP LTD H","Financials","Equity","1,448,554.49","0.01","1,448,554.49","2,139,000.00","0.68","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"C6L","SINGAPORE AIRLINES LTD","Industrials","Equity","1,449,273.51","0.01","1,449,273.51","308,600.00","4.70","Singapore","Singapore Exchange","USD","1.36","SGD","-"
"WTB","WHITBREAD PLC","Consumer Discretionary","Equity","1,447,202.75","0.01","1,447,202.75","39,002.00","37.11","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"ZAR","ZAR CASH","Cash and/or Derivatives","Cash","1,445,954.90","0.01","1,445,954.90","27,041,164.00","5.35","South Africa","-","USD","18.70","ZAR","-"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrials","Equity","1,445,606.88","0.01","1,445,606.88","432,300.00","3.34","Singapore","Singapore Exchange","USD","1.36","SGD","-"
"010130","KOREA ZINC INC","Materials","Equity","1,442,706.49","0.01","1,442,706.49","1,853.00","778.58","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"7259","AISIN CORP","Consumer Discretionary","Equity","1,442,989.70","0.01","1,442,989.70","132,000.00","10.93","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"DCC","DCC PLC","Industrials","Equity","1,443,235.25","0.01","1,443,235.25","22,326.00","64.64","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"285","BYD ELECTRONIC (INTERNATIONAL) LTD","Information Technology","Equity","1,443,241.73","0.01","1,443,241.73","268,500.00","5.38","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Equity","1,443,455.83","0.01","1,443,455.83","46,282.00","31.19","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"APA","APA GROUP UNITS","Utilities","Equity","1,440,536.21","0.01","1,440,536.21","318,595.00","4.52","Australia","Asx - All Markets","USD","1.61","AUD","-"
"5713","SUMITOMO METAL MINING LTD","Materials","Equity","1,440,955.89","0.01","1,440,955.89","65,000.00","22.17","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"9107","KAWASAKI KISEN LTD","Industrials","Equity","1,440,976.23","0.01","1,440,976.23","105,600.00","13.65","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"66","MTR CORPORATION CORP LTD","Industrials","Equity","1,441,043.37","0.01","1,441,043.37","411,500.00","3.50","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"2912","PRESIDENT CHAIN STORE CORP","Consumer Staples","Equity","1,435,018.74","0.01","1,435,018.74","175,000.00","8.20","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"TW.","TAYLOR WIMPEY PLC","Consumer Discretionary","Equity","1,433,733.77","0.01","1,433,733.77","941,011.00","1.52","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"291","CHINA RESOURCES BEER HOLDINGS LTD","Consumer Staples","Equity","1,434,367.82","0.01","1,434,367.82","433,500.00","3.31","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"SGD","SGD CASH","Cash and/or Derivatives","Cash","1,430,765.10","0.01","1,430,765.10","1,946,771.00","73.49","Singapore","-","USD","1.36","SGD","-"
"7550","ZENSHO HOLDINGS LTD","Consumer Discretionary","Equity","1,430,878.35","0.01","1,430,878.35","24,800.00","57.70","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"DHER","DELIVERY HERO","Consumer Discretionary","Equity","1,429,753.86","0.01","1,429,753.86","48,137.00","29.70","Germany","Xetra","USD","0.96","EUR","-"
"BDO","BDO UNIBANK INC","Financials","Equity","1,422,069.37","0.01","1,422,069.37","572,846.00","2.48","Philippines","Philippine Stock Exchange Inc.","USD","58.45","PHP","-"
"OMV","OMV AG","Energy","Equity","1,422,551.32","0.01","1,422,551.32","37,461.00","37.97","Austria","Wiener Boerse Ag","USD","0.96","EUR","-"
"JMT","JERONIMO MARTINS SA","Consumer Staples","Equity","1,418,858.41","0.01","1,418,858.41","74,605.00","19.02","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.96","EUR","-"
"GET","GETLINK","Industrials","Equity","1,420,567.93","0.01","1,420,567.93","88,732.00","16.01","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"CGPOWER","CG POWER AND INDUSTRIAL SOLUTIONS","Industrials","Equity","1,417,293.59","0.01","1,417,293.59","169,196.00","8.38","India","National Stock Exchange Of India","USD","85.20","INR","-"
"GAIL","GAIL INDIA LTD","Utilities","Equity","1,417,688.96","0.01","1,417,688.96","609,860.00","2.32","India","National Stock Exchange Of India","USD","85.20","INR","-"
"4768","OTSUKA CORP","Information Technology","Equity","1,415,695.95","0.01","1,415,695.95","61,600.00","22.98","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"3626","TIS INC","Information Technology","Equity","1,416,837.42","0.01","1,416,837.42","59,100.00","23.97","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","Utilities","Equity","1,412,310.06","0.01","1,412,310.06","98,932.00","14.28","Brazil","XBSP","USD","6.19","BRL","-"
"1140","BANK ALBILAD","Financials","Equity","1,412,653.14","0.01","1,412,653.14","141,813.00","9.96","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"2688","ENN ENERGY HOLDINGS LTD","Utilities","Equity","1,406,308.62","0.01","1,406,308.62","191,800.00","7.33","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"7020","ETIHAD ETISALAT","Communication","Equity","1,406,912.56","0.01","1,406,912.56","101,974.00","13.80","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrials","Equity","1,403,475.92","0.01","1,403,475.92","369,861.00","3.79","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"2395","ADVANTECH LTD","Information Technology","Equity","1,400,205.98","0.01","1,400,205.98","131,312.00","10.66","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"1093","CSPC PHARMACEUTICAL GROUP LTD","Health Care","Equity","1,397,343.43","0.01","1,397,343.43","2,261,120.00","0.62","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"AKBNK.E","AKBANK A","Financials","Equity","1,397,705.99","0.01","1,397,705.99","817,687.00","1.71","Turkey","Istanbul Stock Exchange","USD","35.25","TRY","-"
"PIDILITIND","PIDILITE INDUSTRIES LTD","Materials","Equity","1,396,215.95","0.01","1,396,215.95","40,055.00","34.86","India","National Stock Exchange Of India","USD","85.20","INR","-"
"CPN.R","CENTRAL PATTANA NON-VOTING DR PCL","Real Estate","Equity","1,394,102.92","0.01","1,394,102.92","835,300.00","1.67","Thailand","Stock Exchange Of Thailand","USD","34.15","THB","-"
"ADIB","ABU DHABI ISLAMIC BANK","Financials","Equity","1,393,332.14","0.01","1,393,332.14","368,706.00","3.78","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"GLBE","GLOBAL E ONLINE LTD","Consumer Discretionary","Equity","1,386,250.40","0.01","1,386,250.40","25,136.00","55.15","Israel","NASDAQ","USD","1.00","USD","-"
"2331","LI NING LTD","Consumer Discretionary","Equity","1,386,964.33","0.01","1,386,964.33","642,000.00","2.16","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"1816","CGN POWER LTD H","Utilities","Equity","1,384,376.51","0.01","1,384,376.51","3,813,000.00","0.36","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BTRW","BARRATT REDROW PLC","Consumer Discretionary","Equity","1,384,403.55","0.01","1,384,403.55","255,435.00","5.42","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"402340","SK SQUARE LTD","Industrials","Equity","1,380,204.87","0.01","1,380,204.87","24,757.00","55.75","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"LUN","LUNDIN MINING CORP","Materials","Equity","1,380,429.67","0.01","1,380,429.67","159,973.00","8.63","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"2887","TAISHIN FINANCIAL HOLDING LTD","Financials","Equity","1,378,395.07","0.01","1,378,395.07","2,530,865.00","0.54","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"VCX","VICINITY CENTRES","Real Estate","Equity","1,379,167.83","0.01","1,379,167.83","1,034,796.00","1.33","Australia","Asx - All Markets","USD","1.61","AUD","-"
"6446","PHARMAESSENTIA CORP","Health Care","Equity","1,374,374.67","0.01","1,374,374.67","74,000.00","18.57","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"DIB","DB ISLAMIC BANK","Financials","Equity","1,370,122.20","0.01","1,370,122.20","715,845.00","1.91","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"032830","SAMSUNG LIFE LTD","Financials","Equity","1,368,140.89","0.01","1,368,140.89","19,422.00","70.44","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","1,368,000.00","0.01","1,368,000.00","1,368,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"4324","DENTSU GROUP INC","Communication","Equity","1,367,188.25","0.01","1,367,188.25","55,700.00","24.55","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materials","Equity","1,364,164.30","0.01","1,364,164.30","162,826.00","8.38","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"METSO","METSO CORPORATION","Industrials","Equity","1,362,908.51","0.01","1,362,908.51","146,923.00","9.28","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.96","EUR","-"
"ICICIGI","ICICI LOMBARD GENERAL INSURANCE CO","Financials","Equity","1,363,545.73","0.01","1,363,545.73","62,161.00","21.94","India","National Stock Exchange Of India","USD","85.20","INR","-"
"5411","JFE HOLDINGS INC","Materials","Equity","1,360,821.15","0.01","1,360,821.15","125,800.00","10.82","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"DIM","SARTORIUS STEDIM BIOTECH SA","Health Care","Equity","1,354,718.39","0.01","1,354,718.39","7,073.00","191.53","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"QAN","QANTAS AIRWAYS LTD","Industrials","Equity","1,353,146.75","0.01","1,353,146.75","240,341.00","5.63","Australia","Asx - All Markets","USD","1.61","AUD","-"
"BOL","BOLLORE","Communication","Equity","1,349,578.05","0.01","1,349,578.05","220,103.00","6.13","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"SIGN","SIG GROUP N AG","Materials","Equity","1,347,555.48","0.01","1,347,555.48","68,935.00","19.55","Switzerland","SIX Swiss Exchange","USD","0.90","CHF","-"
"9005","TOKYU CORP","Industrials","Equity","1,345,497.01","0.01","1,345,497.01","126,200.00","10.66","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"BSL","BLUESCOPE STEEL LTD","Materials","Equity","1,342,871.51","0.01","1,342,871.51","111,546.00","12.04","Australia","Asx - All Markets","USD","1.61","AUD","-"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Health Care","Equity","1,343,220.71","0.01","1,343,220.71","48,029.00","27.97","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","1,339,100.40","0.01","1,339,100.40","38,984.00","34.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2587","SUNTORY BEVERAGE & FOOD LTD","Consumer Staples","Equity","1,337,877.21","0.01","1,337,877.21","41,700.00","32.08","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"LODHA","MACROTECH DEVELOPERS LTD","Real Estate","Equity","1,337,982.86","0.01","1,337,982.86","81,250.00","16.47","India","National Stock Exchange Of India","USD","85.20","INR","-"
"2267","YAKULT HONSHA LTD","Consumer Staples","Equity","1,336,794.20","0.01","1,336,794.20","69,600.00","19.21","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"9926","AKESO INC","Health Care","Equity","1,333,101.59","0.01","1,333,101.59","172,000.00","7.75","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"6841","YOKOGAWA ELECTRIC CORP","Information Technology","Equity","1,332,661.75","0.01","1,332,661.75","61,400.00","21.70","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"VER","VERBUND AG","Utilities","Equity","1,324,873.26","0.01","1,324,873.26","18,173.00","72.90","Austria","Wiener Boerse Ag","USD","0.96","EUR","-"
"SAP","SAPUTO INC","Consumer Staples","Equity","1,319,429.48","0.01","1,319,429.48","75,750.00","17.42","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"ONEX","ONEX CORP","Financials","Equity","1,320,225.36","0.01","1,320,225.36","17,206.00","76.73","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"ORI","ORICA LTD","Materials","Equity","1,317,934.95","0.01","1,317,934.95","126,337.00","10.43","Australia","Asx - All Markets","USD","1.61","AUD","-"
"SQM.B","SOCIEDAD QUIMICA Y MINERA DE CHILE","Materials","Equity","1,318,008.03","0.01","1,318,008.03","35,338.00","37.30","Chile","Santiago Stock Exchange","USD","990.45","CLP","-"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Financials","Equity","1,310,133.35","0.01","1,310,133.35","60,623.00","21.61","Australia","Asx - All Markets","USD","1.61","AUD","-"
"MAERSK A","A P MOLLER MAERSK","Industrials","Equity","1,306,156.42","0.01","1,306,156.42","819.00","1,594.82","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","7.18","DKK","-"
"MNG","M&G PLC","Financials","Equity","1,304,406.67","0.01","1,304,406.67","535,356.00","2.44","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"FUTU","FUTU HOLDINGS ADR LTD","Financials","Equity","1,302,564.00","0.01","1,302,564.00","14,972.00","87.00","Hong Kong","NASDAQ","USD","1.00","USD","-"
"9602","TOHO (TOKYO) LTD","Communication","Equity","1,299,982.84","0.01","1,299,982.84","32,900.00","39.51","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"SPX","SPIRAX GROUP PLC","Industrials","Equity","1,300,413.55","0.01","1,300,413.55","15,161.00","85.77","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"3064","MONOTARO LTD","Industrials","Equity","1,298,152.09","0.01","1,298,152.09","75,300.00","17.24","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"2333","GREAT WALL MOTOR COMPANY LTD H","Consumer Discretionary","Equity","1,297,451.45","0.01","1,297,451.45","725,000.00","1.79","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
